GT3,Ferrari 296 GT3,2023,15 kg,0 kg,barcelona
GT3,Honda NSX GT3 Evo,2019,-8 kg,0 kg,barcelona
GT3,Lamborghini Huracan GT3 EVO 2,2023,19 kg,0 kg,barcelona
GT3,McLaren 720S GT3 Evo,2023,1 kg,0 kg,barcelona
GT3,Mercedes-AMG GT3,2020,-19 kg,0 kg,barcelona
GT3,Porsche 992 GT3 R,2023,-10 kg,0 kg,barcelona
GT3,Audi R8 LMS GT3 evo II,2022,11 kg,0 kg,paul_ricard
GT3,Bentley Continental,2018,-28 kg,0 kg,paul_ricard
GT3,AMR V8 Vantage,2019,12 kg,0 kg,paul_ricard
GT3,BMW M4 GT3,2021,-1 kg,0 kg,paul_ricard
GT3,Ferrari 296 GT3,2023,2 kg,0 kg,paul_ricard
GT3,Honda NSX GT3 Evo,2019,-27 kg,0 kg,paul_ricard
GT3,Lamborghini Huracan GT3 EVO 2,2023,14 kg,0 kg,paul_ricard
GT3,McLaren 720S GT3 Evo,2023,16 kg,0 kg,paul_ricard
GT3,Mercedes-AMG GT3,2020,14 kg,0 kg,paul_ricard
GT3,Porsche 992 GT3 R,2023,-12 kg,0 kg,paul_ricard
GT3,Nissan GT-R Nismo GT3,2018,5 kg,0 kg,paul_ricard
GT3,McLaren 720S GT3,2019,5 kg,0 kg,paul_ricard
GT3,Lexus RC F GT3,2016,2 kg,0 kg,paul_ricard
GT3,Audi R8 LMS GT3 evo II,2022,10 kg,0 kg,spa
GT3,Bentley Continental,2018,-14 kg,0 kg,spa
GT3,AMR V8 Vantage,2019,-3 kg,0 kg,spa
GT3,BMW M4 GT3,2021,6 kg,0 kg,spa
GT3,Ferrari 296 GT3,2023,14 kg,0 kg,spa
GT3,Honda NSX GT3 Evo,2019,-30 kg,0 kg,spa
GT3,Lamborghini Huracan GT3 EVO 2,2023,1 kg,0 kg,spa
GT3,McLaren 720S GT3 Evo,2023,24 kg,0 kg,spa
GT3,Mercedes-AMG GT3,2020,-5 kg,0 kg,spa
GT3,Porsche 992 GT3 R,2023,-4 kg,0 kg,spa
GT3,McLaren 720S GT3,2019,11 kg,0 kg,spa
GT3,Nissan GT-R Nismo GT3,2018,3 kg,0 kg,spa
GT3,Audi R8 LMS GT3 evo II,2022,8 kg,0 kg,cota
GT3,Bentley Continental,2018,-40 kg,0 kg,cota
GT3,AMR V8 Vantage,2019,2 kg,0 kg,cota
GT3,BMW M4 GT3,2021,8 kg,-1 kg,cota
GT3,Ferrari 296 GT3,2023,7 kg,-1 kg,cota
GT3,Honda NSX GT3 Evo,2019,-1 kg,-1 kg,cota
GT3,Lamborghini Huracan GT3 EVO 2,2023,-14 kg,0 kg,cota
GT3,McLaren 720S GT3 Evo,2023,12 kg,-1 kg,cota
GT3,Mercedes-AMG GT3,2020,13 kg,7 kg,cota
GT3,Porsche 992 GT3 R,2023,11 kg,-1 kg,cota
GT3,Audi R8 LMS GT3 evo II,2022,13 kg,0 kg,valencia
GT3,Bentley Continental,2018,-8 kg,0 kg,valencia
GT3,AMR V8 Vantage,2019,-13 kg,0 kg,valencia
GT3,BMW M4 GT3,2021,5 kg,0 kg,valencia
GT3,Ferrari 296 GT3,2023,6 kg,0 kg,valencia
GT3,Honda NSX GT3 Evo,2019,-26 kg,0 kg,valencia
GT3,Lamborghini Huracan GT3 EVO 2,2023,11 kg,0 kg,valencia
GT3,McLaren 720S GT3 Evo,2023,9 kg,0 kg,valencia
GT3,Mercedes-AMG GT3,2020,-2 kg,0 kg,valencia
GT3,Porsche 992 GT3 R,2023,5 kg,0 kg,valencia
GT3,Audi R8 LMS GT3 evo II,2022,21 kg,0 kg,donington
GT3,Bentley Continental,2018,-40 kg,0 kg,donington
GT3,AMR V8 Vantage,2019,30 kg,0 kg,donington
GT3,BMW M4 GT3,2021,8 kg,0 kg,donington
GT3,Ferrari 296 GT3,2023,-4 kg,0 kg,donington
GT3,Honda NSX GT3 Evo,2019,-15 kg,0 kg,donington
GT3,Lamborghini Huracan GT3 EVO 2,2023,7 kg,0 kg,donington
GT3,McLaren 720S GT3 Evo,2023,1 kg,0 kg,donington
GT3,Mercedes-AMG GT3,2020,-6 kg,0 kg,donington
GT3,Porsche 992 GT3 R,2023,-1 kg,0 kg,donington
GT3,Nissan GT-R Nismo GT3,2018,24 kg,0 kg,donington
GT3,Audi R8 LMS GT3 evo II,2022,16 kg,0 kg,hungaroring
GT3,Bentley Continental,2018,-34 kg,0 kg,hungaroring
GT3,AMR V8 Vantage,2019,-17 kg,0 kg,hungaroring
GT3,BMW M4 GT3,2021,9 kg,0 kg,hungaroring
GT3,Ferrari 296 GT3,2023,-3 kg,0 kg,hungaroring
GT3,Honda NSX GT3 Evo,2019,-13 kg,0 kg,hungaroring
GT3,Lamborghini Huracan GT3 EVO 2,2023,9 kg,0 kg,hungaroring
GT3,McLaren 720S GT3 Evo,2023,21 kg,0 kg,hungaroring
GT3,Mercedes-AMG GT3,2020,-6 kg,0 kg,hungaroring
GT3,Porsche 992 GT3 R,2023,18 kg,0 kg,hungaroring
GT3,Audi R8 LMS GT3 evo II,2022,21 kg,1 kg,indianapolis
GT3,Bentley Continental,2018,-15 kg,1 kg,indianapolis
GT3,AMR V8 Vantage,2019,16 kg,0 kg,indianapolis
GT3,BMW M4 GT3,2021,0 kg,1 kg,indianapolis
GT3,Ferrari 296 GT3,2023,-28 kg,1 kg,indianapolis
GT3,Honda NSX GT3 Evo,2019,-18 kg,0 kg,indianapolis
GT3,Lamborghini Huracan GT3 EVO 2,2023,8 kg,0 kg,indianapolis
GT3,McLaren 720S GT3 Evo,2023,10 kg,1 kg,indianapolis
GT3,Mercedes-AMG GT3,2020,4 kg,-6 kg,indianapolis
GT3,Porsche 992 GT3 R,2023,2 kg,1 kg,indianapolis
GT3,Ferrari 488 GT3 Evo,2020,14 kg,0 kg,indianapolis
GT3,McLaren 720S GT3,2019,13 kg,1 kg,indianapolis
GT3,Audi R8 LMS GT3 evo II,2022,6 kg,0 kg,kyalami
GT3,Bentley Continental,2018,-16 kg,0 kg,kyalami
GT3,AMR V8 Vantage,2019,18 kg,0 kg,kyalami
GT3,BMW M4 GT3,2021,8 kg,0 kg,kyalami
GT3,Ferrari 296 GT3,2023,-11 kg,0 kg,kyalami
GT3,Honda NSX GT3 Evo,2019,-25 kg,0 kg,kyalami
GT3,Lamborghini Huracan GT3 EVO 2,2023,-1 kg,0 kg,kyalami
GT3,McLaren 720S GT3 Evo,2023,14 kg,0 kg,kyalami
GT3,Mercedes-AMG GT3,2020,4 kg,0 kg,kyalami
GT3,Porsche 992 GT3 R,2023,4 kg,0 kg,kyalami
GT3,Audi R8 LMS GT3 evo II,2022,12 kg,0 kg,misano
GT3,Bentley Continental,2018,-40 kg,0 kg,misano
GT3,AMR V8 Vantage,2019,-11 kg,0 kg,misano
GT3,BMW M4 GT3,2021,39 kg,0 kg,misano
GT3,Ferrari 296 GT3,2023,-1 kg,0 kg,misano
GT3,Honda NSX GT3 Evo,2019,-25 kg,0 kg,misano
GT3,Lamborghini Huracan GT3 EVO 2,2023,2 kg,0 kg,misano
GT3,McLaren 720S GT3 Evo,2023,13 kg,0 kg,misano
GT3,Mercedes-AMG GT3,2020,22 kg,0 kg,misano
GT3,Porsche 992 GT3 R,2023,-7 kg,0 kg,misano
GT3,McLaren 720S GT3,2019,1 kg,0 kg,misano
GT3,Audi R8 LMS GT3 evo II,2022,18 kg,0 kg,mount_panorama
GT3,Bentley Continental,2018,12 kg,0 kg,mount_panorama
GT3,AMR V8 Vantage,2019,-3 kg,0 kg,mount_panorama
GT3,BMW M4 GT3,2021,-7 kg,0 kg,mount_panorama
GT3,Ferrari 296 GT3,2023,-20 kg,0 kg,mount_panorama
GT3,Honda NSX GT3 Evo,2019,-17 kg,0 kg,mount_panorama
GT3,Lamborghini Huracan GT3 EVO 2,2023,9 kg,0 kg,mount_panorama
GT3,McLaren 720S GT3 Evo,2023,23 kg,0 kg,mount_panorama
GT3,Mercedes-AMG GT3,2020,-1 kg,0 kg,mount_panorama
GT3,Porsche 992 GT3 R,2023,-13 kg,0 kg,mount_panorama
GT3,Audi R8 LMS GT3 evo II,2022,2 kg,0 kg,nurburgring
GT3,Bentley Continental,2018,-28 kg,0 kg,nurburgring
GT3,AMR V8 Vantage,2019,1 kg,0 kg,nurburgring
GT3,BMW M4 GT3,2021,12 kg,0 kg,nurburgring
GT3,Ferrari 296 GT3,2023,7 kg,0 kg,nurburgring
GT3,Honda NSX GT3 Evo,2019,-19 kg,0 kg,nurburgring
GT3,Lamborghini Huracan GT3 EVO 2,2023,18 kg,0 kg,nurburgring
GT3,McLaren 720S GT3 Evo,2023,-6 kg,0 kg,nurburgring
GT3,Mercedes-AMG GT3,2020,5 kg,0 kg,nurburgring
GT3,Porsche 992 GT3 R,2023,9 kg,0 kg,nurburgring
GT3,Audi R8 LMS GT3 evo II,2022,6 kg,-7 kg,nurburgring_24h
GT3,Bentley Continental,2018,-18 kg,-1 kg,nurburgring_24h
GT3,AMR V8 Vantage,2019,5 kg,-5 kg,nurburgring_24h
GT3,BMW M4 GT3,2021,12 kg,-2 kg,nurburgring_24h
GT3,Ferrari 296 GT3,2023,14 kg,-8 kg,nurburgring_24h
GT3,Honda NSX GT3 Evo,2019,-22 kg,3 kg,nurburgring_24h
GT3,Lamborghini Huracan GT3 EVO 2,2023,0 kg,-10 kg,nurburgring_24h
GT3,McLaren 720S GT3 Evo,2023,15 kg,-2 kg,nurburgring_24h
GT3,Mercedes-AMG GT3,2020,-9 kg,24 kg,nurburgring_24h
GT3,Porsche 992 GT3 R,2023,-5 kg,7 kg,nurburgring_24h
GT3,Lexus RC F GT3,2016,1 kg,1 kg,nurburgring_24h
GT3,Audi R8 LMS GT3 evo II,2022,28 kg,0 kg,silverstone
GT3,Bentley Continental,2018,-40 kg,0 kg,silverstone
GT3,AMR V8 Vantage,2019,6 kg,0 kg,silverstone
GT3,BMW M4 GT3,2021,-3 kg,0 kg,silverstone
GT3,Ferrari 296 GT3,2023,14 kg,0 kg,silverstone
GT3,Honda NSX GT3 Evo,2019,-9 kg,0 kg,silverstone
GT3,Lamborghini Huracan GT3 EVO 2,2023,-2 kg,0 kg,silverstone
GT3,McLaren 720S GT3 Evo,2023,1 kg,0 kg,silverstone
GT3,Mercedes-AMG GT3,2020,-12 kg,0 kg,silverstone
GT3,Porsche 992 GT3 R,2023,18 kg,0 kg,silverstone
GT3,McLaren 720S GT3,2019,1 kg,0 kg,silverstone
GT3,Audi R8 LMS GT3 evo II,2022,18 kg,0 kg,red_bull_ring
GT3,Bentley Continental,2018,9 kg,0 kg,red_bull_ring
GT3,AMR V8 Vantage,2019,-12 kg,0 kg,red_bull_ring
GT3,BMW M4 GT3,2021,19 kg,0 kg,red_bull_ring
GT3,Ferrari 296 GT3,2023,-16 kg,0 kg,red_bull_ring
GT3,Honda NSX GT3 Evo,2019,-28 kg,0 kg,red_bull_ring
GT3,Lamborghini Huracan GT3 EVO 2,2023,7 kg,0 kg,red_bull_ring
GT3,McLaren 720S GT3 Evo,2023,22 kg,0 kg,red_bull_ring
GT3,Mercedes-AMG GT3,2020,5 kg,0 kg,red_bull_ring
GT3,Porsche 992 GT3 R,2023,-24 kg,0 kg,red_bull_ring
GT3,Nissan GT-R Nismo GT3,2018,16 kg,0 kg,red_bull_ring
GT3,Audi R8 LMS GT3 evo II,2022,6 kg,0 kg,suzuka
GT3,Bentley Continental,2018,-40 kg,0 kg,suzuka
GT3,AMR V8 Vantage,2019,-1 kg,0 kg,suzuka
GT3,BMW M4 GT3,2021,-5 kg,0 kg,suzuka
GT3,Ferrari 296 GT3,2023,16 kg,0 kg,suzuka
GT3,Honda NSX GT3 Evo,2019,-14 kg,0 kg,suzuka
GT3,Lamborghini Huracan GT3 EVO 2,2023,24 kg,0 kg,suzuka
GT3,McLaren 720S GT3 Evo,2023,15 kg,0 kg,suzuka
GT3,Mercedes-AMG GT3,2020,14 kg,0 kg,suzuka
GT3,Porsche 992 GT3 R,2023,7 kg,0 kg,suzuka
GT3,Nissan GT-R Nismo GT3,2018,4 kg,0 kg,suzuka
GT3,Audi R8 LMS GT3 evo II,2022,18 kg,0 kg,watkins_glen
GT3,Bentley Continental,2018,-36 kg,0 kg,watkins_glen
GT3,AMR V8 Vantage,2019,18 kg,0 kg,watkins_glen
GT3,BMW M4 GT3,2021,-1 kg,0 kg,watkins_glen
GT3,Ferrari 296 GT3,2023,-3 kg,0 kg,watkins_glen
GT3,Honda NSX GT3 Evo,2019,-36 kg,0 kg,watkins_glen
GT3,Lamborghini Huracan GT3 EVO 2,2023,11 kg,0 kg,watkins_glen
GT3,McLaren 720S GT3 Evo,2023,9 kg,0 kg,watkins_glen
GT3,Mercedes-AMG GT3,2020,19 kg,0 kg,watkins_glen
GT3,Porsche 992 GT3 R,2023,1 kg,0 kg,watkins_glen
GT3,Nissan GT-R Nismo GT3,2018,3 kg,0 kg,watkins_glen
GT4,Alpine A110 GT4,2018,7 kg,0 kg,nurburgring_24h
GT4,Aston Martin Vantage GT4,2018,-2 kg,0 kg,nurburgring_24h
GT4,Audi R8 LMS GT4,2018,-16 kg,0 kg,nurburgring_24h
GT4,BMW M4 GT4,2018,1 kg,0 kg,nurburgring_24h
GT4,Chevrolet Camaro GT4,2017,-6 kg,0 kg,nurburgring_24h
GT4,Ginetta G55 GT4,2012,-40 kg,0 kg,nurburgring_24h
GT4,KTM X-Bow GT4,2016,14 kg,0 kg,nurburgring_24h
GT4,McLaren 570S GT4,2016,12 kg,0 kg,nurburgring_24h
GT4,Mercedes AMG GT4,2016,23 kg,0 kg,nurburgring_24h
GT4,Porsche 718 Cayman GT4 Clubsport,2019,16 kg,0 kg,nurburgring_24h
GT4,Maserati MC GT4,2016,26 kg,0 kg,nurburgring_24h
GT2,Audi R8 LMS,2022,34 kg,0 kg,nurburgring_24h
GT2,KTM XBOW GT2,2022,23 kg,0 kg,nurburgring_24h
GT2,Maserati MC20 GT2,2022,18 kg,0 kg,nurburgring_24h
GT2,Mercedes AMG GT2,2022,-5 kg,0 kg,nurburgring_24h
GT2,Porsche 911 GT2 RS CS Evo,2022,-6 kg,0 kg,nurburgring_24h
GT2,Porsche 935,2022,-40 kg,0 kg,nurburgring_24h
